Ontology ID	 Label NCBI	Label FoodOn	NCBI parent ID	Ontology Alternative Term	Exact Synonym (FoodOn)	See Also	FDA Common Name [after changes]	FDA SFL Common Name	FDA Acceptable Market Name(s) [after changes]	FDA SFL Acceptable Market Name	NCBI Genbank Common Name [after changes]	ITIS (TSN)	FDA Alternative Term [original]	FDA Acceptable Market Name(s) [original]	NCBI Genbank Common Name [original]	FDA law	NCBI Synonym	terms source | term requested	"term editor	"
NCBITaxon:58319	Scardinius erythrophthalmus					https://en.wikipedia.org/wiki/Common_rudd	rudd	FDA SFL Common Name	carp	FDA SFL Acceptable Market Name		ITIS:163613	rudd	carp	rudd		Cyprinus erythrophthalmus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:188103	Scarus coelestinus					https://en.wikipedia.org/wiki/Midnight_parrotfish	midnight parrotfish	FDA SFL Common Name	parrotfish	FDA SFL Acceptable Market Name		ITIS:170812	midnight parrotfish	parrotfish	midnight parrotfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1236058	Scarus coeruleus					https://en.wikipedia.org/wiki/Blue_parrotfish	blue parrotfish	FDA SFL Common Name	parrotfish	FDA SFL Acceptable Market Name		ITIS:170811	blue parrotfish	parrotfish	blue parrotfish		Coryphaena coerulea	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:242806	Scarus ghobban					https://en.wikipedia.org/wiki/Scarus_ghobban	blue-barred parrotfish	FDA SFL Common Name	parrotfish	FDA SFL Acceptable Market Name		ITIS:170846	blue-barred parrotfish	parrotfish	blue-barred parrotfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:544418	Scarus taeniopterus					https://en.wikipedia.org/wiki/Princess_parrotfish	princess parrotfish	FDA SFL Common Name	parrotfish	FDA SFL Acceptable Market Name		ITIS:170815	princess parrotfish	parrotfish	princess parrotfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:29150	Scomber australasicus					https://en.wikipedia.org/wiki/Blue_mackerel	spotted chub mackerel	FDA SFL Common Name	chub mackerel	FDA SFL Acceptable Market Name	blue mackerel	ITIS:172415	spotted chub mackerel	mackerel, chub	blue mackerel			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:338315	Scomber colias					https://en.wikipedia.org/wiki/Atlantic_chub_mackerel	atlantic chub mackerel	FDA SFL Common Name	chub mackerel	FDA SFL Acceptable Market Name		ITIS:172413	atlantic chub mackerel	mackerel, chub	atlantic chub mackerel			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:13677	Scomber scombrus					https://en.wikipedia.org/wiki/Atlantic_mackerel	atlantic mackerel	FDA SFL Common Name	mackerel	FDA SFL Acceptable Market Name		ITIS:172414	atlantic mackerel	mackerel	atlantic mackerel		Scomber scomber	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:13679	Scomberomorus cavalla					https://en.wikipedia.org/wiki/King_mackerel	king mackerel	FDA SFL Common Name	king mackerel | spanish	FDA SFL Acceptable Market Name		ITIS:172435	king mackerel	mackerel, king or spanish	king mackerel		Cybium cavalla	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:218798	Scomberomorus commerson					https://en.wikipedia.org/wiki/Narrow-barred_Spanish_mackerel	narrow-barred mackerel	FDA SFL Common Name	king mackerel | spanish mackerel	FDA SFL Acceptable Market Name		ITIS:172441	narrow-barred mackerel	king mackerel or spanish mackerel	narrow-barred spanish mackerel		Scomberomorus commersoni | Scomber commerson | Scomberomorus regalis commerson | Scomberomorus commersonii | Scomberomorus commercon	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:99342	Scomberomorus concolor					https://en.wikipedia.org/wiki/Monterrey_Spanish_mackerel	gulf sierra	FDA SFL Common Name	spanish mackerel	FDA SFL Acceptable Market Name	monterey spanish mackerel	ITIS:172438	gulf sierra	mackerel, spanish	monterey spanish mackerel		Chriomitra concolor	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:99344	Scomberomorus maculatus					https://en.wikipedia.org/wiki/Atlantic_Spanish_mackerel	atlantic spanish mackerel	FDA SFL Common Name	spanish mackerel	FDA SFL Acceptable Market Name	spanish mackerel	ITIS:172436	atlantic spanish mackerel	mackerel, spanish	spanish mackerel		Scomber maculatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:321164	Scomberomorus niphonius					https://en.wikipedia.org/wiki/Japanese_Spanish_mackerel	japanese seer	FDA SFL Common Name	spanish mackerel	FDA SFL Acceptable Market Name	japanese spanish mackerel	ITIS:172446	japanese seer	mackerel, spanish	japanese spanish mackerel		Cybium niphonium	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:99345	Scomberomorus regalis					https://en.wikipedia.org/wiki/Cero_(fish)	cero	FDA SFL Common Name	spanish mackerel	FDA SFL Acceptable Market Name		ITIS:172437	cero	mackerel, spanish	cero		Scomber regalis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:99347	Scomberomorus tritor					https://en.wikipedia.org/wiki/West_African_Spanish_mackerel	spanish mackerel	FDA SFL Common Name	spanish mackerel	FDA SFL Acceptable Market Name		ITIS:172439	spanish mackerel	mackerel, spanish			Cybium tritor	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:65125	Scophthalmus rhombus					https://en.wikipedia.org/wiki/Brill_(fish)	brill	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name		ITIS:172749	brill	flounder	brill		Pleuronectes rhombus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:334977	Scorpaena cardinalis					https://en.wikipedia.org/wiki/Grandfather_hapuku	red rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name	red rock cod	ITIS:166844	red rockfish	rockfish	red rock cod			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:2578349	Scorpaena papillosa					https://en.wikipedia.org/wiki/Scorpaena_papillosa	rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:644521	rockfish	rockfish			Synanceia papillosus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:6761	Scylla serrata					https://en.wikipedia.org/wiki/Scylla_serrata	serrated swimming crab	FDA SFL Common Name	swimming crab | mud crab | mangrove crab | serrated swimming crab	FDA SFL Acceptable Market Name	giant mud crab	ITIS:660571	serrated swimming crab	crab, swimming or mud crab or mangrove crab or serrated swimming crab	giant mud crab		Cancer serrata	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72056	Sebastes atrovirens					https://en.wikipedia.org/wiki/Sebastes_atrovirens	kelp rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166747	kelp rockfish	rockfish	kelp rockfish		Sebastichthys atrovirens	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72058	Sebastes aurora					https://en.wikipedia.org/wiki/Sebastes_aurora	aurora rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166709	aurora rockfish	rockfish	aurora rockfish		Sebastichthys aurora	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72059	Sebastes babcocki					https://en.wikipedia.org/wiki/Redbanded_rockfish	redbanded rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166710	redbanded rockfish	rockfish	redbanded rockfish		Sebastodes babcocki	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394687	Sebastes borealis					https://en.wikipedia.org/wiki/Shortraker_rockfish	shortraker rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166712	shortraker rockfish	rockfish	shortraker rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72062	Sebastes carnatus					https://en.wikipedia.org/wiki/Gopher_rockfish	gopher rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166767	gopher rockfish	rockfish	gopher rockfish		Sebastes chrysomelas carnatus | Sebastichthys carnatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72063	Sebastes caurinus					https://en.wikipedia.org/wiki/Copper_rockfish	copper rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166713	copper rockfish	rockfish	copper rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72064	Sebastes chlorostictus					https://en.wikipedia.org/wiki/Sebastes_chlorostictus	greenspotted rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166748	greenspotted rockfish	rockfish	greenspotted rockfish		Sebastichthys chlorostictus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394688	Sebastes chrysomelas					https://en.wikipedia.org/wiki/Sebastes_chrysomelas	black & yellow rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name	black-and-yellow rockfish	ITIS:166773	black & yellow rockfish	rockfish	black-and-yellow rockfish		Sebastichthys chrysomelas	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72065	Sebastes ciliatus					https://en.wikipedia.org/wiki/Sebastes_ciliatus	dusky rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166714	dusky rockfish	rockfish	dusky rockfish		Epinephelus ciliatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72066	Sebastes constellatus					https://en.wikipedia.org/wiki/Starry_rockfish	starry rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166749	starry rockfish	rockfish	starry rockfish		Sebastichthys constellatus	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72067	Sebastes crameri						darkblotched rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166715	darkblotched rockfish	rockfish	darkblotched rockfish		Sebastodes crameri	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394690	Sebastes dallii					https://en.wikipedia.org/wiki/Sebastes_dallii	calico rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:644576	calico rockfish	rockfish	calico rockfish		Pteropodus dallii | Sebastes dalli	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72069	Sebastes diploproa					https://en.wikipedia.org/wiki/Sebastes_diploproa	splitnose rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166716	splitnose rockfish	rockfish	splitnose rockfish		Sebastichthys diploproa	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72070	Sebastes elongatus					https://en.wikipedia.org/wiki/Sebastes_elongatus	greenstriped rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166717	greenstriped rockfish	rockfish	greenstriped rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72071	Sebastes emphaeus						puget sound rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166718	puget sound rockfish	rockfish	puget sound rockfish		Sebastodes emphaeus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72072	Sebastes ensifer					https://en.wikipedia.org/wiki/Sebastes_ensifer	swordspine rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166768	swordspine rockfish	rockfish	swordspine rockfish			FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72074	Sebastes eos						pink rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166751	pink rockfish	rockfish	pink rockfish		Sebastodes eos	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394691	Sebastes fasciatus					https://en.wikipedia.org/wiki/Acadian_redfish	acadian redfish	FDA SFL Common Name	ocean perch	FDA SFL Acceptable Market Name		ITIS:166774	acadian redfish	perch, ocean	acadian redfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72077	Sebastes gilli						bronzespotted rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166752	bronzespotted rockfish	rockfish	bronzespotted rockfish		Sebastodes gillii	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72079	Sebastes helvomaculatus					https://en.wikipedia.org/wiki/Sebastes_helvomaculatus	rosethorn rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166723	rosethorn rockfish	rockfish	rosethorn rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72080	Sebastes hopkinsi					https://en.wikipedia.org/wiki/Sebastes_hopkinsi	squarespot rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166753	squarespot rockfish	rockfish	squarespot rockfish		Sebastodes hopkinsi	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72081	Sebastes jordani						shortbelly rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166725	shortbelly rockfish	rockfish	shortbelly rockfish		Sebastodes jordani	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72082	Sebastes lentiginosus						freckled rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166769	freckled rockfish	rockfish	freckled rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72083	Sebastes levis					https://en.wikipedia.org/wiki/Sebastes_levis	cowcod	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166754	cowcod	rockfish	cowcod		Sebastichthys levis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394693	Sebastes macdonaldi						mexican rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166755	mexican rockfish	rockfish	mexican rockfish		Acutomentum macdonaldi	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72085	Sebastes melanops					https://en.wikipedia.org/wiki/Black_rockfish	black rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166727	black rockfish	rockfish	black rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394694	Sebastes melanosema						semaphore rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166775	semaphore rockfish	rockfish	semaphore rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72086	Sebastes melanostomus						blackgill rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166728	blackgill rockfish	rockfish	blackgill rockfish		Sebastes melanostomas | Sebastodes melanostomus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394696	Sebastes mentella					https://en.wikipedia.org/wiki/Deepwater_redfish	deepwater redfish	FDA SFL Common Name	ocean perch	FDA SFL Acceptable Market Name		ITIS:166756	deepwater redfish	perch, ocean	deepwater redfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72087	Sebastes miniatus					https://en.wikipedia.org/wiki/Sebastes_miniatus	vermilion rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166729	vermilion rockfish	rockfish	vermillion rockfish		Sebastichthys miniatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72088	Sebastes mystinus					https://en.wikipedia.org/wiki/Blue_rockfish	blue rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166730	blue rockfish	rockfish			Sebastichthys mystinus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72089	Sebastes nigrocinctus					https://en.wikipedia.org/wiki/Tiger_rockfish	tiger rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166732	tiger rockfish	rockfish	tiger rockfish			FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72092	Sebastes ovalis					https://en.wikipedia.org/wiki/Sebastes_ovalis	speckled rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166757	speckled rockfish	rockfish	speckled rockfish		Sebastodes ovalis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72093	Sebastes paucispinis					https://en.wikipedia.org/wiki/Bocaccio_rockfish	bocaccio	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166733	bocaccio	rockfish	bocaccio			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394701	Sebastes phillipsi						chameleon rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166758	chameleon rockfish	rockfish	chameleon rockfish		Sebastodes phillipsi	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394702	Sebastes polyspinis					https://en.wikipedia.org/wiki/Sebastes_polyspinis	northern rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166735	northern rockfish	rockfish	northern rockfish		Sebastodes polyspinis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72095	Sebastes rastrelliger					https://en.wikipedia.org/wiki/Sebastes_rastrelliger	grass rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166759	grass rockfish	rockfish	grass rockfish		Sebastichthys rastrelliger	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394704	Sebastes reedi					https://en.wikipedia.org/wiki/Sebastes_reedi	yellowmouth rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166737	yellowmouth rockfish	rockfish	yellowmouth rockfish		Sebastodes reedi	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72096	Sebastes rosaceus					https://en.wikipedia.org/wiki/Sebastes_rosaceus	rosy rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166738	rosy rockfish	rockfish	rosy rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72097	Sebastes rosenblatti						greenblotched rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166771	greenblotched rockfish	rockfish	greenblotched rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72099	Sebastes rubrivinctus					https://en.wikipedia.org/wiki/Sebastes_rubrivinctus	flag rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166760	flag rockfish	rockfish	flag rockfish		Sebastichthys rubrivinctus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:394705	Sebastes rufinanus					https://en.wikipedia.org/wiki/Sebastes_rufinanus	dwarf-red rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166772	dwarf-red rockfish	rockfish	dwarf-red rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72100	Sebastes rufus						bank rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166761	bank rockfish	rockfish	bank rockfish		Sebastodes rufus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72101	Sebastes saxicola						stripetail rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166741	stripetail rockfish	rockfish	stripetail rockfish		Sebastichthys saxicola	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
