Ontology ID	 Label NCBI	Label FoodOn	NCBI parent ID	Ontology Alternative Term	Exact Synonym (FoodOn)	See Also	FDA Common Name [after changes]	FDA SFL Common Name	FDA Acceptable Market Name(s) [after changes]	FDA SFL Acceptable Market Name	NCBI Genbank Common Name [after changes]	ITIS (TSN)	FDA Alternative Term [original]	FDA Acceptable Market Name(s) [original]	NCBI Genbank Common Name [original]	FDA law	NCBI Synonym	terms source | term requested	"term editor	"
NCBITaxon:118255	Rhinoptera bonasus					https://en.wikipedia.org/wiki/Cownose_ray	cownose ray	FDA SFL Common Name	cownose ray	FDA SFL Acceptable Market Name		ITIS:160985	cownose ray	ray, cownose	cownose ray		Raja bonasus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:42737	Rhopilema			Rhopilema spp.		https://en.wikipedia.org/wiki/Rhopilema			jellyfish	FDA SFL Acceptable Market Name				jellyfish				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:337745	Rita rita					https://en.wikipedia.org/wiki/Rita_rita	rita	FDA SFL Common Name	rita	FDA SFL Acceptable Market Name		ITIS:639934	rita	rita			Pimelodus rita	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:48668	Rutilus rutilus					https://en.wikipedia.org/wiki/Common_roach	roach	FDA SFL Common Name	roach fish	FDA SFL Acceptable Market Name	roach minnow	ITIS:163761	roach	roach fish	roach minnow		Cyprinus rutilus | Leuciscus rutilus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:137522	Salangichthys microdon					https://en.wikipedia.org/wiki/Salangichthys	japanese icefish	FDA SFL Common Name	icefish	FDA SFL Acceptable Market Name		ITIS:162116	japanese icefish	icefish	japanese icefish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:458607	Salilota australis					https://en.wikipedia.org/wiki/Salilota_australis	tadpole mora	FDA SFL Common Name	morid cod	FDA SFL Acceptable Market Name		ITIS:550679	tadpole mora	cod, morid			Haloporphyrus australis	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:497986	Salmostoma bacaila					https://en.wikipedia.org/wiki/Large_razorbelly_minnow	large razorbelly minnow	FDA SFL Common Name	carp | minnow	FDA SFL Acceptable Market Name		ITIS:639668	large razorbelly minnow	carp or minnow	large razorbelly minnow		Salmophasia bacaila | Salmostoma oblonga | Cyprinus bacaila Hamilton, 1822 | Cyprinus oblonga | Salmostoma bacaila	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:365050	Sardinella zunasi					https://en.wikipedia.org/wiki/Sardinella_zunasi	japanese scaled sardine	FDA SFL Common Name	sardine	FDA SFL Acceptable Market Name	japanese sardinella	ITIS:551460	japanese scaled sardine	sardine	japanese sardinella		Harengula zunasi	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:47711	Sargocentron punctatissimum					https://en.wikipedia.org/wiki/Sargocentron_punctatissimum	speckled squirrelfish	FDA SFL Common Name	squirrelfish	FDA SFL Acceptable Market Name		ITIS:166259	speckled squirrelfish	squirrelfish	speckled squirrelfish		Holocentrum punctatissimum	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:47712	Sargocentron spiniferum					https://en.wikipedia.org/wiki/Sargocentron_spiniferum	scarlet squirrelfish	FDA SFL Common Name	squirrelfish	FDA SFL Acceptable Market Name	sabre squirrelfish	ITIS:166258	scarlet squirrelfish	squirrelfish	sabre squirrelfish		Sciaena spinifera | Adioryx spinifer	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:197541	Saurida elongata					https://en.wikipedia.org/wiki/Slender_lizardfish	slender lizardfish	FDA SFL Common Name	lizardfish	FDA SFL Acceptable Market Name		ITIS:644809	slender lizardfish	lizardfish	slender lizardfish		Aulopus elongatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:2578344	Saurida filamentosa					https://en.wikipedia.org/wiki/Saurida_filamentosa	filamentous saury	FDA SFL Common Name	lizardfish	FDA SFL Acceptable Market Name	threadfin saury	ITIS:644810	filamentous saury	lizardfish	threadfin saury			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:129061	Scomberesox saurus					https://en.wikipedia.org/wiki/Atlantic_saury	atlantic saury	FDA SFL Common Name	saury	FDA SFL Acceptable Market Name		ITIS:165612	atlantic saury	saury			Esox saurus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:99343	Scomberomorus guttatus					https://en.wikipedia.org/wiki/Indo-Pacific_king_mackerel	spotted seerfish	FDA SFL Common Name	spanish mackerel	FDA SFL Acceptable Market Name	indo-pacific king mackerel	ITIS:172442	spotted seerfish	spanish mackerel	indo-pacific king mackerel		Scomberomorus guttatum | Scomber guttatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:52904	Scophthalmus maximus					https://en.wikipedia.org/wiki/Turbot	turbot	FDA SFL Common Name	turbot	FDA SFL Acceptable Market Name		ITIS:172748	turbot	turbot	turbot		Rhombus maximus | Pleuronectes maximus | Psetta maxima	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1311495	Scorpaena dispar						hunchback scorpionfish	FDA SFL Common Name	scorpionfish	FDA SFL Acceptable Market Name		ITIS:166818	hunchback scorpionfish	scorpionfish	hunchback scorpionfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:700800	Scorpaena grandicornis						plumed scorpionfish	FDA SFL Common Name	scorpionfish	FDA SFL Acceptable Market Name		ITIS:166820	plumed scorpionfish	scorpionfish	plumed scorpionfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:210004	Scorpaena scrofa					https://en.wikipedia.org/wiki/Scorpaena_scrofa	orange scorpionfish	FDA SFL Common Name	scorpionfish	FDA SFL Acceptable Market Name	red scorpionfish	ITIS:166839	orange scorpionfish	scorpionfish	red scorpionfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:52273	Scorpaenichthys marmoratus					https://en.wikipedia.org/wiki/Cabezon_(fish)	cabezon	FDA SFL Common Name	sculpin	FDA SFL Acceptable Market Name		ITIS:692068	cabezon	sculpin	cabezon		Hemitripterus marmoratus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:214431	Scortum barcoo					https://en.wikipedia.org/wiki/Scortum_barcoo	barcoo grunter	FDA SFL Common Name	tigerperch | grunter	FDA SFL Acceptable Market Name	barcoo grunter	ITIS:168075	barcoo grunter	tigerperch or grunter	barcoo grunter		Therapon barcoo	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7830	Scyliorhinus canicula					https://en.wikipedia.org/wiki/Small-spotted_catshark	lesser spotted dogfish	FDA SFL Common Name	dogfish shark | cape shark	FDA SFL Acceptable Market Name	smaller spotted catshark	ITIS:160065	lesser spotted dogfish	shark, dogfish or shark, cape	smaller spotted catshark			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:68454	Scyliorhinus stellaris					https://en.wikipedia.org/wiki/Nursehound	large spotted dogfish	FDA SFL Common Name	dogfish shark | cape shark	FDA SFL Acceptable Market Name	nursehound	ITIS:160067	large spotted dogfish	shark, dogfish or shark, cape	nursehound			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1104394	Scyllarides brasiliensis						brazilian slipper lobster	FDA SFL Common Name	slipper lobster	FDA SFL Acceptable Market Name		ITIS:553001	brazilian slipper lobster	lobster, slipper				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:59763	Scyllarides nodifer						ridged slipper lobster	FDA SFL Common Name	slipper lobster	FDA SFL Acceptable Market Name		ITIS:97673	ridged slipper lobster	lobster, slipper	ridged slipper lobster		Scyllarus nodifer	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72061	Sebastes capensis					https://en.wikipedia.org/wiki/Sebastes_capensis	false jacopever	FDA SFL Common Name	scorpionfish	FDA SFL Acceptable Market Name		ITIS:166778	false jacopever	scorpionfish	false jacopever		Scorpaena capensis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:72106	Sebastes variegatus						harlequin rockfish	FDA SFL Common Name	rockfish	FDA SFL Acceptable Market Name		ITIS:166742	harlequin rockfish	rockfish	harlequin rockfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:31210	Sepia esculenta						golden cuttlefish	FDA SFL Common Name	cuttlefish	FDA SFL Acceptable Market Name		ITIS:556196	golden cuttlefish	cuttlefish	golden cuttlefish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:6609	Sepia			Sepia spp.		https://en.wikipedia.org/wiki/Sepia_(cephalopod)	common cuttlefish	FDA SFL Common Name	cuttlefish	FDA SFL Acceptable Market Name			(common cuttlefish)	cuttlefish				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:34570	Sepioteuthis lessoniana					https://en.wikipedia.org/wiki/Bigfin_reef_squid	bigfin reef squid	FDA SFL Common Name	squid | calamari	FDA SFL Acceptable Market Name		ITIS:556118	bigfin reef squid	squid or calamari				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:589641	Sergia lucens						sakura shrimp	FDA SFL Common Name	shrimp	FDA SFL Acceptable Market Name		ITIS:95936	sakura shrimp	shrimp				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:316135	Seriolella brama					https://en.wikipedia.org/wiki/Blue_warehou	blue warehou	FDA SFL Common Name	warehou	FDA SFL Acceptable Market Name	common warehou	ITIS:172531	blue warehou	warehou	common warehou		Neptomenus brama	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:316134	Seriolella caerulea					https://en.wikipedia.org/wiki/White_warehou	white warehou	FDA SFL Common Name	warehou	FDA SFL Acceptable Market Name		ITIS:642977	white warehou	warehou	white warehou			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:316136	Seriolella punctata					https://en.wikipedia.org/wiki/Silver_warehou	silver warehou	FDA SFL Common Name	warehou	FDA SFL Acceptable Market Name		ITIS:172534	silver warehou	warehou	silver warehou		Scomber punctatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:349661	Serranus scriba					https://en.wikipedia.org/wiki/Painted_comber	painted comber	FDA SFL Common Name	leathered perch	FDA SFL Acceptable Market Name		ITIS:167862	painted comber	leathered perch	painted comber		Perca scriba | Paracentropristis scriba	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:290332	Sicyonia brevirostris					https://en.wikipedia.org/wiki/Sicyonia_brevirostris	brown rock shrimp	FDA SFL Common Name	rock shrimp	FDA SFL Acceptable Market Name		ITIS:96028	brown rock shrimp	shrimp, rock				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:75042	Siganus canaliculatus					https://en.wikipedia.org/wiki/Siganus_canaliculatus	pearly spinefoot	FDA SFL Common Name	spinefoot	FDA SFL Acceptable Market Name	white-spotted rabbitfish	ITIS:172335	pearly spinefoot	spinefoot	white-spotted rabbitfish		Siganus oramin | Amphacanthus guttatus var. oramin	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:75041	Siganus			Siganus spp.			rabbitfishes	FDA SFL Common Name	spinefoot	FDA SFL Acceptable Market Name			(rabbitfishes)	spinefoot				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:175429	Siganus vulpinus					https://en.wikipedia.org/wiki/Foxface_rabbitfish	foxface	FDA SFL Common Name	spinefoot	FDA SFL Acceptable Market Name		ITIS:623226	foxface	spinefoot	foxface		Amphacanthus vulpinus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:135776	Sillaginodes punctatus					https://en.wikipedia.org/wiki/King_George_whiting	spotted whiting	FDA SFL Common Name	spotted sillago	FDA SFL Acceptable Market Name		ITIS:551124	spotted whiting	spotted sillago	spotted whiting		Sillago punctata | Isosillago punctata	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1604569	Sillago domina					https://en.wikipedia.org/wiki/Gangetic_whiting	flat head sillago	FDA SFL Common Name	whiting | sillago	FDA SFL Acceptable Market Name			flat head sillago	whiting or sillago			Sillago domina	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:28829	Solea senegalensis					https://en.wikipedia.org/wiki/Solea_senegalensis	senegalese sole	FDA SFL Common Name	sole	FDA SFL Acceptable Market Name		ITIS:173016	senegalese sole	sole	senegalese sole			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:165599	Solen grandis						grand razor shell	FDA SFL Common Name	razor clam	FDA SFL Acceptable Market Name			grand razor shell	clam, razor	grand razor shell			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:457510	Somileptus gongota						gongota loach	FDA SFL Common Name	loach	FDA SFL Acceptable Market Name		ITIS:687904	gongota loach	loach	gongota loach		Cobitis gongota | Somileptus gongota | Somileptes gongota	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8175	Sparus aurata					https://en.wikipedia.org/wiki/Gilt-head_bream	gilthead bream	FDA SFL Common Name	bream	FDA SFL Acceptable Market Name	gilthead seabream	ITIS:647901	gilthead bream	bream	gilthead seabream		Sparus auratus | Aurata aurata	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:245710	Sphoeroides dorsalis						marbled puffer	FDA SFL Common Name	puffer	FDA SFL Acceptable Market Name		ITIS:173294	marbled puffer	puffer	marbled puffer			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:875779	Sphoeroides lobatus					https://en.wikipedia.org/wiki/Longnose_puffer	longnose puffer	FDA SFL Common Name	puffer	FDA SFL Acceptable Market Name		ITIS:173301	longnose puffer	puffer			Canthogaster lobatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:229059	Sphoeroides pachygaster					https://en.wikipedia.org/wiki/Blunthead_puffer	blunthead puffer	FDA SFL Common Name	puffer	FDA SFL Acceptable Market Name		ITIS:173298	blunthead puffer	puffer	blunthead puffer		Tetrodon pachygaster	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:862788	Sphoeroides parvus					https://en.wikipedia.org/wiki/Least_puffer	least puffer	FDA SFL Common Name	puffer	FDA SFL Acceptable Market Name		ITIS:173299	least puffer	puffer	least puffer			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:39109	Sphoeroides			Sphoeroides spp.		https://en.wikipedia.org/wiki/Sphoeroides	common puffers	FDA SFL Common Name	puffer	FDA SFL Acceptable Market Name			(common puffers)	puffer			Spheroides	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7823	Sphyrna lewini					https://en.wikipedia.org/wiki/Scalloped_hammerhead	scalloped hammerhead	FDA SFL Common Name	shark | hammerhead	FDA SFL Acceptable Market Name		ITIS:160508	scalloped hammerhead	shark or hammerhead	scalloped hammerhead		Zygaena lewini	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:195334	Sphyrna mokarran					https://en.wikipedia.org/wiki/Great_hammerhead	great hammerhead	FDA SFL Common Name	shark | hammerhead	FDA SFL Acceptable Market Name		ITIS:160515	great hammerhead	shark or hammerhead	great hammerhead		Zygaena mokarran	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7824	Sphyrna tiburo					https://en.wikipedia.org/wiki/Bonnethead	bonnethead	FDA SFL Common Name	shark | bonnethead	FDA SFL Acceptable Market Name		ITIS:160502	bonnethead	shark or bonnethead	bonnethead		Squalus tiburo	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:661134	Sphyrna tudes					https://en.wikipedia.org/wiki/Smalleye_hammerhead	smalleye hammerhead	FDA SFL Common Name	shark | hammerhead	FDA SFL Acceptable Market Name		ITIS:160519	smalleye hammerhead	shark or hammerhead	smalleye hammerhead		Zygaena tudes	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:195335	Sphyrna zygaena					https://en.wikipedia.org/wiki/Smooth_hammerhead	smooth hammerhead	FDA SFL Common Name	shark | hammerhead	FDA SFL Acceptable Market Name		ITIS:160505	smooth hammerhead	shark or hammerhead	smooth hammerhead		Squalus zygaena	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7797	Squalus acanthias					https://en.wikipedia.org/wiki/Spiny_dogfish	spiny dogfish	FDA SFL Common Name	dogfish shark | cape shark	FDA SFL Acceptable Market Name		ITIS:160617	spiny dogfish	shark, dogfish or shark, cape	spiny dogfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:934694	Squalus blainville					https://en.wikipedia.org/wiki/Longnose_spurdog	northern dogfish	FDA SFL Common Name	dogfish shark | cape shark	FDA SFL Acceptable Market Name	longnose spurdog	ITIS:160621	northern dogfish	shark, dogfish or shark, cape	longnose spurdog		Acanthias blainvillii | Acanthias blainvillei | Acanthias blainville | Squalus blainvillei	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7798	Squalus suckleyi					https://en.wikipedia.org/wiki/Pacific_spiny_dogfish	north pacific spiny dogfish	FDA SFL Common Name	dogfish shark | cape shark	FDA SFL Acceptable Market Name	puget sound dogfish	ITIS:160620	north pacific spiny dogfish	dogfish shark or cape shark	puget sound dogfish		Spinax (Acanthias) suckleyi | Squalus sucklii | Spinax suckleyi	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:170825	Squatina californica					https://en.wikipedia.org/wiki/Pacific_angelshark	pacific angel shark	FDA SFL Common Name	angel shark	FDA SFL Acceptable Market Name		ITIS:160785	pacific angel shark	shark, angel	pacific angelshark			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:303946	Squatina dumeril					https://en.wikipedia.org/wiki/Sand_devil	atlantic angel shark	FDA SFL Common Name	angel shark	FDA SFL Acceptable Market Name	sand devil	ITIS:160787	atlantic angel shark	shark, angel	sand devil			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:723543	Stenotomus caprinus						longspine porgy	FDA SFL Common Name	porgy	FDA SFL Acceptable Market Name		ITIS:169183	longspine porgy	porgy	longspine porgy			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:35579	Stenotomus chrysops					https://en.wikipedia.org/wiki/Scup	scup	FDA SFL Common Name	porgy | scup	FDA SFL Acceptable Market Name		ITIS:169182	scup	porgy or scup			Sparus chrysops	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:34553	Sthenoteuthis oualaniensis					https://en.wikipedia.org/wiki/Sthenoteuthis_oualaniensis	purpleback flying squid	FDA SFL Common Name	squid | calamari	FDA SFL Acceptable Market Name		ITIS:556284	purpleback flying squid	squid or calamari			Loligo oualaniensis | Symplectoteuthis oualaniensis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:129062	Strongylura exilis						california needlefish	FDA SFL Common Name	needlefish	FDA SFL Acceptable Market Name		ITIS:165555	california needlefish	needlefish	californian needlefish		Belone exilis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7726	Styela plicata					https://en.wikipedia.org/wiki/Styela_plicata			sea squirt | tunicata	FDA SFL Acceptable Market Name		ITIS:159338		sea squirt or tunicata				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:2578410	Synclidopus macleayanus						narrowbanded sole	FDA SFL Common Name	sole	FDA SFL Acceptable Market Name		ITIS:1007847	narrowbanded sole	sole	narrowbanded sole		Solea macleayana	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:161586	Syngnathus fuscus					https://en.wikipedia.org/wiki/Northern_pipefish	northern pipefish	FDA SFL Common Name	pipefish	FDA SFL Acceptable Market Name		ITIS:166451	northern pipefish	pipefish	northern pipefish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:399151	Synodus foetens					https://en.wikipedia.org/wiki/Inshore_lizardfish	inshore lizardfish	FDA SFL Common Name	lizardfish	FDA SFL Acceptable Market Name		ITIS:162376	inshore lizardfish	lizardfish	inshore lizardfish		Salmo foetens	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:94915	Synodus intermedius					https://en.wikipedia.org/wiki/Synodus_intermedius	sand diver	FDA SFL Common Name	lizardfish	FDA SFL Acceptable Market Name	sand diver	ITIS:162377	sand diver	lizardfish	sand diver		Saurus intermedius	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:81391	Synodus			Synodus spp.		https://en.wikipedia.org/wiki/Synodus	lizardfish	FDA SFL Common Name	lizardfish	FDA SFL Acceptable Market Name			lizardfish	lizardfish				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:497160	Taractes rubescens					https://en.wikipedia.org/wiki/Taractes_rubescens	pomfret	FDA SFL Common Name	pomfret	FDA SFL Acceptable Market Name		ITIS:170301	pomfret	pomfret	pomfret		Steinegeria rubescens	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:34787	Tautogolabrus adspersus					https://en.wikipedia.org/wiki/Cunner	cunner	FDA SFL Common Name	cunner	FDA SFL Acceptable Market Name		ITIS:170481	cunner	cunner	cunner		Labrus adspersus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:2126142	Tectura testudinalis						plant limpet	FDA SFL Common Name	limpet	FDA SFL Acceptable Market Name	plant limpet	ITIS:204945	plant limpet	limpet	plant limpet		Testudinalia tessulata | Patella testudinalis | Acmaea testudinalis | Tectura testudinalis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:163132	Terapon theraps					https://en.wikipedia.org/wiki/Terapon_theraps	largerscaled grunter perch	FDA SFL Common Name	therapon	FDA SFL Acceptable Market Name	largescaled terapon	ITIS:168035	largerscaled grunter perch	therapon	largescaled terapon			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:57071	Thenus orientalis					https://en.wikipedia.org/wiki/Thenus	flathead locust lobster	FDA SFL Common Name	slipper lobster	FDA SFL Acceptable Market Name		ITIS:553055	flathead locust lobster	lobster, slipper			Scyllarus orientalis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8238	Thunnus orientalis					https://en.wikipedia.org/wiki/Pacific_bluefin_tuna	pacific bluefin tuna	FDA SFL Common Name	tuna 	FDA SFL Acceptable Market Name		ITIS:172422	pacific bluefin tuna	tuna (*)	pacific bluefin tuna		Thunnus thynnus orientalis | Thunnus orientalis orientalis | Thynnus orientalis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:499858	Thyrsites atun					https://en.wikipedia.org/wiki/Thyrsites	snake mackerel	FDA SFL Common Name	gemfish | barracouta	FDA SFL Acceptable Market Name	snoek	ITIS:172372	snake mackerel	gemfish or barracouta	snoek		Scomber atun | Leionura atun	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:210626	Thysanoessa inermis						krill	FDA SFL Common Name	krill	FDA SFL Acceptable Market Name		ITIS:95573	krill	krill				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:27717	Tinca tinca					https://en.wikipedia.org/wiki/Tench	tench	FDA SFL Common Name	tench	FDA SFL Acceptable Market Name		ITIS:163348	tench	tench	tench		Cyprinus tinca	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1027438	Tonna galea					https://en.wikipedia.org/wiki/Tonna_galea	giant tun	FDA SFL Common Name	tun	FDA SFL Acceptable Market Name		ITIS:73144	giant tun	tun			Buccinum galea | Tonna olearium	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7787	Torpedo californica					https://en.wikipedia.org/wiki/Pacific_electric_ray	pacific electric ray	FDA SFL Common Name	electric ray	FDA SFL Acceptable Market Name		ITIS:160833	pacific electric ray	ray, electric	pacific electric ray		Torpedo californiensis | Torpedo californica	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:27590	Torpedo nobiliana					https://en.wikipedia.org/wiki/Atlantic_torpedo	atlantic torpedo	FDA SFL Common Name	torpedo	FDA SFL Acceptable Market Name		ITIS:160834	atlantic torpedo	torpedo	atlantic torpedo		Torpedo nobiliana	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:435999	Trachinotus blochii						snubnose pompano	FDA SFL Common Name	pompano	FDA SFL Acceptable Market Name		ITIS:168716	snubnose pompano	pompano	snubnose pompano		Caesiomorus blochii	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:173342	Trachinotus carolinus					https://en.wikipedia.org/wiki/Florida_pompano	florida pompano	FDA SFL Common Name	pompano	FDA SFL Acceptable Market Name		ITIS:168708	florida pompano	pompano	florida pompano		Gasterosteus carolinus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:173331	Trachinotus falcatus					https://en.wikipedia.org/wiki/Permit_(fish)	permit	FDA SFL Common Name	pompano	FDA SFL Acceptable Market Name		ITIS:168709	permit	pompano	permit		Labrus falcatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:173333	Trachinotus goodei					https://en.wikipedia.org/wiki/Trachinotus_goodei	palometa	FDA SFL Common Name	pompano	FDA SFL Acceptable Market Name		ITIS:168710	palometa	pompano	palometa			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:173339	Trachinotus ovatus					https://en.wikipedia.org/wiki/Trachinotus_ovatus	derbio	FDA SFL Common Name	pompano	FDA SFL Acceptable Market Name		ITIS:168718	derbio	pompano	derbio		Gasterosteus ovatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:875781	Trachinotus paitensis						paloma pompano	FDA SFL Common Name	pompano	FDA SFL Acceptable Market Name		ITIS:168714	paloma pompano	pompano				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:173332	Trachinotus rhodopus					https://en.wikipedia.org/wiki/Trachinotus_rhodopus	gafftopsail pompano	FDA SFL Common Name	pompano | pompanito	FDA SFL Acceptable Market Name		ITIS:168715	gafftopsail pompano	pompano or pompanito	gafftopsail pompano			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:56737	Trachinus draco					https://en.wikipedia.org/wiki/Greater_weever	greater weever	FDA SFL Common Name	weever	FDA SFL Acceptable Market Name		ITIS:170992	greater weever	weever	greater weever			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:241836	Trachyrincus murrayi						roughnose grenadier	FDA SFL Common Name	grenadier	FDA SFL Acceptable Market Name		ITIS:165419	roughnose grenadier	grenadier	roughnose grenadier			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
