?class	?label	?syn_type
<http://purl.obolibrary.org/obo/NCBITaxon_8258>	"Limanda ferruginea"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8258>	"Limanda ferruginea (Storer, 1839)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8258>	"Myzopsetta ferruginea"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8258>	"flounder, yellowtail"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8258>	"limanda ferruginea"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8258>	"yellowtail flounder"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8258>	"yellowtail flounder"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8259>	"Platichthys"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8260>	"European flounder"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8260>	"Platichthys flesus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8260>	"Platichthys flesus"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8260>	"Platichthys flesus (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8260>	"european flounder"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8260>	"flounder, european"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8260>	"platichthys flesus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8261>	"Pleuronectes"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8262>	"European plaice"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8262>	"Pleuronectes platessa"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8262>	"Pleuronectes platessa"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8262>	"Pleuronectes platessa Linnaeus, 1758"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8262>	"european plaice"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8262>	"plaice"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8262>	"plaice, european"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8262>	"pleuronectes platessa"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8265>	"Pseudopleuronectes americanus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8265>	"Pseudopleuronectes americanus"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8265>	"Pseudopleuronectes americanus (Walbaum, 1792)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8265>	"Pseudopleuronectes americanus Walbaum, 1792"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8265>	"blackback flounder"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8265>	"pleuronectes americanus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8265>	"pseudopleuronectes americanus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8265>	"winter flounder"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_82655>	"Conger conger"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_82655>	"Conger conger"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_82655>	"Conger conger (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_82655>	"European conger"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_82655>	"conger conger"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_82655>	"conger eel"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_82655>	"sea eel"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8266>	"Hippoglossus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8267>	"Atlantic halibut"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8267>	"Hippoglossus hippoglossus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8267>	"Hippoglossus hippoglossus"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8267>	"Hippoglossus hippoglossus (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8267>	"atlantic halibut"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8267>	"halibut, atlantic"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8267>	"hippoglossus hippoglossus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_82755>	"Gymnanthemum amygdalinum"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8277>	"Beryciformes"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8277>	"whalefishes and others"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8284>	"European chub"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8284>	"Leuciscus cephalus (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8284>	"Squalius cephalus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8284>	"chub"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8284>	"european chub"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8284>	"leuciscus cephalus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83232>	"Acrodonta"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_83375>	"Aesculus turbinata"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_83375>	"Aesculus turbinata Blume"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83375>	"Japanese horse-chestnut"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83375>	"aesculus turbinata"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83375>	"japanese horse chestnut"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83375>	"japanese horse-chestnut tree"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_83393>	"Coelorinchus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8342>	"Anura"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8342>	"anurans"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8342>	"frogs"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8342>	"frogs and toads"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83716>	"Grevillea"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_83752>	"Rattus argentiventer"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_83752>	"rice-field rat"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83875>	"Japanese horse mackerel"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83875>	"Japanese jack mackerel"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83875>	"Trachurus japonicus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_83875>	"Trachurus japonicus"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83875>	"Trachurus japonicus (Temminck & Schlegel 1844)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83875>	"Trachurus japonicus (Temminck and Schlegel, 1844)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83875>	"Trachurus japonicus (Temminck and Schlegel, 1845)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83875>	"japanese horse mackerel"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83875>	"japanese jack mackerel"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_83875>	"japanese scad"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83875>	"trachurus japonicus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83881>	"Apogonidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_83881>	"cardinalfishes"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"Boehmeria nivea"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"Boehmeria nivea (L.) Gaud."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"Boehmeria nivea (L.) Gaudich."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"Chinese silk-plant"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"boehmeria nivea"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"china grass"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"chinese grass"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"chinese silk plant"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"ramie"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"ramie plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"white ramie"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_83906>	"zhu ma"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8397>	"Ranidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8397>	"riparian frogs"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8397>	"true frogs"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8400>	"American bullfrog"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8400>	"Lithobates catesbeianus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8400>	"Lithobates catesbeianus (Shaw, 1802)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8400>	"Rana catesbeiana Shaw 1802"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8400>	"american bullfrog"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8400>	"bullfrog"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8400>	"bullfrogs"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8400>	"lithobates catesbeianus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8400>	"rana catesbeiana"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84005>	"Arbutus unedo"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84005>	"Arbutus unedo L."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84005>	"arbutus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84005>	"arbutus unedo"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84005>	"cane apple"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84005>	"strawberry tree"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84005>	"strawberry tree"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_84009>	"Arctostaphylos uva-ursi"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84009>	"Arctostaphylos uva-ursi (L.) Spreng."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84009>	"arctostaphylos uva-ursi"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84009>	"bear-grape"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84009>	"bearberry"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84009>	"bearberry plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_84009>	"hog-cranberry"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8406>	"European green frog"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8406>	"Pelophylax ridibundus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8406>	"Pelophylax ridibundus (Pallas, 1771)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8406>	"Rana ridibunda Pallas, 1771"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8406>	"laughing frog"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8406>	"marsh frog"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8406>	"marsh frog"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8406>	"pelophylax ridibundus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8406>	"rana ridibunda"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8407>	"European common frog"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8407>	"Rana temporaria"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8407>	"Rana temporaria Linnaeus 1758"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8407>	"Rana temporaria Linnaeus, 1758"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8407>	"common frog"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8407>	"common frog"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8407>	"european frog"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8407>	"rana temporaria"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84348>	"Squillidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84561>	"Oecophylla smaragdina"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84561>	"Oecophylla smaragdina (Fabricius, 1775)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84561>	"green ant"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84561>	"green tree ant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_84561>	"oecophylla smaragdina"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84561>	"orange gaster"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84561>	"weaver ant"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8459>	"Testudines"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8459>	"anapsid reptiles"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8459>	"turtles"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8461>	"Chelidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8461>	"snake-necked turtles"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84619>	"Ammodytidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84619>	"sand lances"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84620>	"Ammodytes"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84621>	"Ammodytes tobianus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84621>	"Ammodytes tobianus Linnaeus, 1758"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84621>	"ammodytes tobianus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84621>	"sandeel"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_84621>	"small sandeel"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84638>	"Cuban stone crab"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84638>	"Menippe nodifrons"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84638>	"Menippe nodifrons Stimpson 1859"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84638>	"Menippe nodifrons Stimpson, 1859"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84638>	"cuban stone crab"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_84638>	"lumpy stone crab"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84638>	"menippe nodifrons"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84644>	"Labeo"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"Jayanti rohu"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"Labeo rohita"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"Labeo rohita"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"Labeo rohita (Hamilton 1822)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"Labeo rohita (Hamilton, 1822)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"catla catla"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"indian carp"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"labeo calbassa"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"labeo rohita"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"rohu"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84645>	"rohu"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8465>	"Cheloniidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8465>	"sea turtles"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8467>	"Caretta caretta"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8467>	"Caretta caretta (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8467>	"Loggerhead turtle"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8467>	"caretta caretta"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8467>	"loggerhead"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8467>	"loggerhead turtle"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8467>	"red sea turtle"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8467>	"thalasochelys caretta"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_84683>	"Solenoceridae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84683>	"solenocerid shrimps"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8469>	"Chelonia mydas"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8469>	"Chelonia mydas (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8469>	"Green sea turtle"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8469>	"chelonia mydas"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8469>	"green seaturtle"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8469>	"green turtle"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8473>	"Chelydridae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8473>	"snapping turtles"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8475>	"Chelydra serpentina"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8475>	"Chelydra serpentina (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8475>	"Common snapping turtle"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8475>	"chelydra serpentina"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8475>	"snapping turtle"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8475>	"snapping turtle"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8476>	"Emydidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8476>	"pond turtles"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8476>	"terrapins"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8484>	"Malaclemys"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_84860>	"Carissa"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8492>	"Archosauria"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8495>	"Alligator"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8496>	"Alligator mississippiensis"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8496>	"Alligator mississippiensis"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8496>	"Alligator mississippiensis (Daudin, 1801)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8496>	"Alligator mississippiensis (Daudin, 1803)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8496>	"Alligator mississippiensis Daudin, 1802"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8496>	"American alligator"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8496>	"alligator mississippiensis"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8496>	"american alligator"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8496>	"gator"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8500>	"Crocodylus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85004>	"Bifidobacteriales"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8501>	"African crocodile"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8501>	"Crocodylus niloticus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8501>	"Crocodylus niloticus Laurenti, 1768"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8501>	"Nile crocodile"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8501>	"crocodylus niloticus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8501>	"mamba"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8501>	"nile crocodile"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8502>	"Australian saltwater crocodile"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8502>	"Crocodylus porosus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8502>	"Crocodylus porosus (Schneider, 1801)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8502>	"Crocodylus porosus Schneider 1801"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8502>	"Crocodylus porosus Schneider, 1801"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8502>	"crocodylus porosus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8502>	"estuarine crocodile"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8502>	"estuarine crocodile"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8502>	"saltie"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8502>	"saltwater crocodile"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8503>	"Crocodylus novaeguineae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8503>	"Crocodylus novaeguineae (Schmidt, 1928)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8503>	"Crocodylus novaeguineae Schmidt, 1928"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8503>	"New Guinea crocodile"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8503>	"crocodylus novaeguineae"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8503>	"new guinea crocodile"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8503>	"new guinea freshwater crocodile"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8509>	"Squamata"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8509>	"squamates"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8511>	"Iguania"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8511>	"iguanian lizards"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8516>	"Iguana"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8517>	"Common green iguana"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8517>	"Iguana iguana"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8517>	"Iguana iguana (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8517>	"common green iguana"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8517>	"common iguana"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8517>	"green iguana"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8517>	"iguana iguana"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85223>	"Laurus nobilis"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85223>	"bay laurel"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85232>	"Morus nigra"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85232>	"Morus nigra L."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85232>	"black mulberry"@en	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85232>	"black mulberry plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_85232>	"morus nigra"@en	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85249>	"Pouteria"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85293>	"European cranberrybush"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85293>	"Viburnum opulus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85293>	"Viburnum opulus L."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85293>	"crampbark"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85293>	"crampbark"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85293>	"guelder rose"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85293>	"guelder-rose plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_85293>	"viburnum opulus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85415>	"Gobius auratus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85415>	"Gobius auratus Risso, 1810"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85415>	"gobius auratus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85415>	"golden goby"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85415>	"golden goby"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_85417>	"Gobius niger"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85417>	"Gobius niger Linnaeus, 1758"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85417>	"black goby"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85417>	"black goby"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_85417>	"gobius niger"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85418>	"Gobius paganellus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85418>	"Gobius paganellus Linnaeus, 1758"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85418>	"gobius paganellus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85418>	"rock goby"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85418>	"rock goby"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_85421>	"Knipowitschia"	"label"
